name,position,nationality,age,height,weight,club,club_nationality,club-league
orkhan-gurbanli,Midtfielder,aserbajdsjan,24,-,-,fk-neftchi,aserbajdsjan,premier-league
sonny-mustivar,Midtfielder,haiti,29,175,68,fk-neftchi,aserbajdsjan,premier-league
wilde-donald-guerrier,Midtfielder,haiti,30,175,72,fk-neftchi,aserbajdsjan,premier-league
mirabdulla-abassov,Midtfielder,aserbajdsjan,24,-,-,fk-neftchi,aserbajdsjan,premier-league
olexandr-rybka,Goalkeeper,ukraine,32,193,92,sabail,aserbajdsjan,premier-league
turan-manafov,Midtfielder,aserbajdsjan,21,-,-,sabail,aserbajdsjan,premier-league
eltun-yagublu,Defender,aserbajdsjan,27,-,-,sabail,aserbajdsjan,premier-league
vuqar-baybalayev,Midtfielder,aserbajdsjan,26,-,-,sabail,aserbajdsjan,premier-league
michael-essien,Midtfielder,ghana,36,178,84,sabail,aserbajdsjan,premier-league
eugeniu-cociuc,Midtfielder,moldova,26,180,65,sabail,aserbajdsjan,premier-league
mirsahib-abbasov,Midtfielder,aserbajdsjan,26,-,-,sabail,aserbajdsjan,premier-league
agabala-ramazanov,Attacker,aserbajdsjan,26,-,-,sabail,aserbajdsjan,premier-league
shahriyar-rahimov,Defender,aserbajdsjan,30,187,82,sabail,aserbajdsjan,premier-league
rahid-amirquliev,Midtfielder,aserbajdsjan,30,175,72,sabail,aserbajdsjan,premier-league
ihor-korotetskyi,Defender,ukraine,32,187,77,sabail,aserbajdsjan,premier-league
elchin-rahimli,Midtfielder,aserbajdsjan,23,-,-,sabail,aserbajdsjan,premier-league
aqsin-qurbanli,Midtfielder,aserbajdsjan,23,-,-,sabail,aserbajdsjan,premier-league
erico,Defender,brasilien,30,185,81,sabail,aserbajdsjan,premier-league
mirabdulla-abassov,Midtfielder,aserbajdsjan,24,-,-,sabail,aserbajdsjan,premier-league
elkhan-ahmadov,Goalkeeper,aserbajdsjan,26,-,-,sabail,aserbajdsjan,premier-league
kamal-gurbanov,Defender,aserbajdsjan,25,-,-,sabail,aserbajdsjan,premier-league
elvin-yunuszade,Defender,aserbajdsjan,27,188,78,sabail,aserbajdsjan,premier-league
urfan-abbasov,Defender,aserbajdsjan,27,-,-,sabail,aserbajdsjan,premier-league
farhad-vaiyev,Goalkeeper,aserbajdsjan,39,187,81,sabail,aserbajdsjan,premier-league
urfan-ismayilov,Midtfielder,aserbajdsjan,23,-,-,sabail,aserbajdsjan,premier-league
adilkhan-qarahmadov,Midtfielder,aserbajdsjan,18,-,-,sabail,aserbajdsjan,premier-league
kamal-bayramov,Goalkeeper,aserbajdsjan,34,-,-,sabail,aserbajdsjan,premier-league
fahmin-muradbayli,Midtfielder,aserbajdsjan,23,-,-,sabail,aserbajdsjan,premier-league
junior-mapuku,Attacker,congo,29,-,-,sabail,aserbajdsjan,premier-league
anar-nazirov,Goalkeeper,aserbajdsjan,34,187,80,fk-qabala,aserbajdsjan,premier-league
amin-seydiyev,Defender,aserbajdsjan,21,-,-,fk-qabala,aserbajdsjan,premier-league
ivica-zunic,Defender,kroatien,31,195,85,fk-qabala,aserbajdsjan,premier-league
sadig-guliyev,Defender,aserbajdsjan,24,-,-,fk-qabala,aserbajdsjan,premier-league
rasim-ramaldanov,Defender,aserbajdsjan,33,-,-,fk-qabala,aserbajdsjan,premier-league
kamal-mirzayev,Midtfielder,aserbajdsjan,25,-,-,fk-qabala,aserbajdsjan,premier-league
roman-huseynov,Midtfielder,aserbajdsjan,21,-,-,fk-qabala,aserbajdsjan,premier-league
gismat-aliyev,Midtfielder,aserbajdsjan,23,-,-,fk-qabala,aserbajdsjan,premier-league
davit-volkovi,Attacker,georgien,24,-,-,fk-qabala,aserbajdsjan,premier-league
clesio-bauque,Attacker,mozambique,25,183,72,fk-qabala,aserbajdsjan,premier-league
asif-mammadov,Attacker,aserbajdsjan,33,176,67,fk-qabala,aserbajdsjan,premier-league
christian-kouakou,Attacker,elfenbenskysten,28,180,76,fk-qabala,aserbajdsjan,premier-league
ulvi-isgandarov,Attacker,aserbajdsjan,21,-,-,fk-qabala,aserbajdsjan,premier-league
segun-james-adeniyi,Midtfielder,nigeria,26,-,-,fk-qabala,aserbajdsjan,premier-league
rovlan-muradov,Midtfielder,aserbajdsjan,21,-,-,fk-qabala,aserbajdsjan,premier-league
fernan-ferreiro,Attacker,spanien,24,-,-,fk-qabala,aserbajdsjan,premier-league
murad-musayev,Defender,aserbajdsjan,25,-,-,fk-qabala,aserbajdsjan,premier-league
murad-popov,Goalkeeper,aserbajdsjan,20,-,-,fk-qabala,aserbajdsjan,premier-league
yusif-nabiyev,Defender,aserbajdsjan,22,-,-,fk-qabala,aserbajdsjan,premier-league
merab-gigauri,Midtfielder,georgien,26,182,75,fk-qabala,aserbajdsjan,premier-league
tarlan-ahmadli,Goalkeeper,aserbajdsjan,24,-,-,fk-qabala,aserbajdsjan,premier-league
abbas-aghazada,Midtfielder,aserbajdsjan,20,-,-,fk-qabala,aserbajdsjan,premier-league
ulvu-iskandarov,Attacker,aserbajdsjan,22,-,-,fk-qabala,aserbajdsjan,premier-league
magsad-isayev,Defender,aserbajdsjan,25,-,-,sabah-fk,aserbajdsjan,premier-league
filip-ivanovic,Defender,serbien,27,-,-,sabah-fk,aserbajdsjan,premier-league
bahlul-mustafazade,Defender,aserbajdsjan,22,-,-,sabah-fk,aserbajdsjan,premier-league
magomed-mirzabekov,Defender,aserbajdsjan,29,168,65,sabah-fk,aserbajdsjan,premier-league
novruz-mammadov,Defender,aserbajdsjan,29,178,75,sabah-fk,aserbajdsjan,premier-league
ruslan-abishov,Defender,aserbajdsjan,32,187,74,sabah-fk,aserbajdsjan,premier-league
elshan-abdullayev,Midtfielder,aserbajdsjan,25,186,78,sabah-fk,aserbajdsjan,premier-league
tidiane-amadou-diallo,Midtfielder,guinea,25,-,-,sabah-fk,aserbajdsjan,premier-league
wanderson,Midtfielder,brasilien,28,-,-,sabah-fk,aserbajdsjan,premier-league
rashad-eyyubov,Midtfielder,aserbajdsjan,26,-,-,sabah-fk,aserbajdsjan,premier-league
kerim-diniyev,Midtfielder,aserbajdsjan,26,-,-,sabah-fk,aserbajdsjan,premier-league
eric-ramos,Midtfielder,paraguay,32,175,73,sabah-fk,aserbajdsjan,premier-league
javid-imamverdiyev,Midtfielder,aserbajdsjan,29,179,70,sabah-fk,aserbajdsjan,premier-league
milos-bosancic,Midtfielder,serbien,31,-,-,sabah-fk,aserbajdsjan,premier-league
hendrick-ekstein,Midtfielder,sydafrika,28,174,65,sabah-fk,aserbajdsjan,premier-league
joshgun-diniyev,Midtfielder,aserbajdsjan,24,-,-,sabah-fk,aserbajdsjan,premier-league
shakir-seyidov,Attacker,aserbajdsjan,18,-,-,sabah-fk,aserbajdsjan,premier-league
tamkin-khalilzade,Attacker,aserbajdsjan,26,-,-,sabah-fk,aserbajdsjan,premier-league
elgun-nabiev,Attacker,aserbajdsjan,23,-,-,sabah-fk,aserbajdsjan,premier-league
bakhtiyar-soltanov,Attacker,aserbajdsjan,30,178,70,sabah-fk,aserbajdsjan,premier-league
ulysse-diallo,Attacker,mali,27,182,70,sabah-fk,aserbajdsjan,premier-league
asmir-begovic,Goalkeeper,bosnien,32,199,83,qarabag-fk,aserbajdsjan,premier-league
qara-garayev,Midtfielder,aserbajdsjan,27,-,-,qarabag-fk,aserbajdsjan,premier-league
ailton,Defender,brasilien,24,181,66,qarabag-fk,aserbajdsjan,premier-league
rahil-mammadov,Defender,aserbajdsjan,23,-,-,qarabag-fk,aserbajdsjan,premier-league
maksim-medvedev,Defender,aserbajdsjan,30,177,71,qarabag-fk,aserbajdsjan,premier-league
simeon-slavchev,Midtfielder,bulgarien,26,185,78,qarabag-fk,aserbajdsjan,premier-league
araz-abdullayev,Midtfielder,aserbajdsjan,27,180,72,qarabag-fk,aserbajdsjan,premier-league
michel,Midtfielder,spanien,34,183,72,qarabag-fk,aserbajdsjan,premier-league
romero-jaime,Midtfielder,spanien,29,176,74,qarabag-fk,aserbajdsjan,premier-league
dani-quintana,Midtfielder,spanien,32,173,65,qarabag-fk,aserbajdsjan,premier-league
mahir-emreli,Attacker,aserbajdsjan,22,-,-,qarabag-fk,aserbajdsjan,premier-league
shakhruddin-magomedaliyev,Goalkeeper,aserbajdsjan,25,-,-,qarabag-fk,aserbajdsjan,premier-league
vagner,Goalkeeper,brasilien,33,185,76,qarabag-fk,aserbajdsjan,premier-league
rashad-farhad-sadygov,Defender,aserbajdsjan,37,181,77,qarabag-fk,aserbajdsjan,premier-league
abdellah-zoubir,Midtfielder,marokko,27,-,-,qarabag-fk,aserbajdsjan,premier-league
ismayil-ibrahimli,Midtfielder,aserbajdsjan,21,-,-,qarabag-fk,aserbajdsjan,premier-league
filip-ozobic,Midtfielder,kroatien,28,178,73,qarabag-fk,aserbajdsjan,premier-league
richard-almeida,Midtfielder,aserbajdsjan,30,176,68,qarabag-fk,aserbajdsjan,premier-league
hajiaga-hajiyev,Midtfielder,aserbajdsjan,21,-,-,qarabag-fk,aserbajdsjan,premier-league
faycal-rherras,Defender,marokko,26,183,81,qarabag-fk,aserbajdsjan,premier-league
abbas-huseynov,Defender,aserbajdsjan,24,-,-,qarabag-fk,aserbajdsjan,premier-league
salman-cafarov,Midtfielder,aserbajdsjan,23,-,-,qarabag-fk,aserbajdsjan,premier-league
badavi-guseinov,Defender,aserbajdsjan,28,183,72,qarabag-fk,aserbajdsjan,premier-league
nijat-mehbaliyev,Goalkeeper,aserbajdsjan,19,-,-,qarabag-fk,aserbajdsjan,premier-league
magaye-gueye,Attacker,senegal,29,179,73,qarabag-fk,aserbajdsjan,premier-league
kamran-agayev,Goalkeeper,aserbajdsjan,33,189,88,keshla,aserbajdsjan,premier-league
denis-silva-cruz,Defender,brasilien,33,184,81,keshla,aserbajdsjan,premier-league
slavik-alkhasov,Defender,aserbajdsjan,26,-,-,keshla,aserbajdsjan,premier-league
vagif-javadov,Attacker,aserbajdsjan,30,187,67,keshla,aserbajdsjan,premier-league
amil-yunanov,Attacker,aserbajdsjan,26,180,78,keshla,aserbajdsjan,premier-league
bahodir-nasimov,Attacker,usbekistan,32,182,80,keshla,aserbajdsjan,premier-league
andre-clennon,Midtfielder,jamaica,30,185,80,keshla,aserbajdsjan,premier-league
shahin-zakiyev,Goalkeeper,aserbajdsjan,20,-,-,keshla,aserbajdsjan,premier-league
vusal-isgandarli,Midtfielder,aserbajdsjan,24,-,-,keshla,aserbajdsjan,premier-league
azer-salahli,Defender,aserbajdsjan,25,-,-,keshla,aserbajdsjan,premier-league
agshin-guluzade,Midtfielder,aserbajdsjan,21,-,-,keshla,aserbajdsjan,premier-league
herve-tchami,Midtfielder,cameroun,31,173,71,keshla,aserbajdsjan,premier-league
fuad-bayramov,Midtfielder,georgien,24,-,-,keshla,aserbajdsjan,premier-league
adrian-emil-scarlatache,Defender,rumaenien,32,184,76,keshla,aserbajdsjan,premier-league
tarlan-guliyev,Defender,aserbajdsjan,27,176,78,keshla,aserbajdsjan,premier-league
alibey-mamedli,Attacker,aserbajdsjan,22,-,-,keshla,aserbajdsjan,premier-league
jabir-amirli,Defender,aserbajdsjan,22,-,-,keshla,aserbajdsjan,premier-league
murad-gayali,Defender,aserbajdsjan,20,-,-,keshla,aserbajdsjan,premier-league
oleg-huseynov,Defender,aserbajdsjan,22,-,-,keshla,aserbajdsjan,premier-league
mammad-guliev,Midtfielder,aserbajdsjan,24,-,-,keshla,aserbajdsjan,premier-league
ebrima-sohna,Midtfielder,gambia,30,178,71,keshla,aserbajdsjan,premier-league
gara-garayev,Attacker,aserbajdsjan,21,-,-,keshla,aserbajdsjan,premier-league
bilal-gambarov,Attacker,aserbajdsjan,23,-,-,keshla,aserbajdsjan,premier-league
franco-flores,Defender,argentina,26,-,-,keshla,aserbajdsjan,premier-league
ruslan-gurbanov,Midtfielder,aserbajdsjan,28,181,68,keshla,aserbajdsjan,premier-league
cesar-meza,Midtfielder,paraguay,28,172,65,keshla,aserbajdsjan,premier-league
john-kamara,Midtfielder,leone,31,186,83,keshla,aserbajdsjan,premier-league
zija-azizov,Midtfielder,aserbajdsjan,21,-,-,keshla,aserbajdsjan,premier-league
vugar-hasanov,Midtfielder,aserbajdsjan,21,-,-,keshla,aserbajdsjan,premier-league
tural-bayramly,Midtfielder,aserbajdsjan,21,-,-,keshla,aserbajdsjan,premier-league
lorenzo-frutos,Attacker,paraguay,30,-,-,keshla,aserbajdsjan,premier-league
emin-mehdiyev,Attacker,aserbajdsjan,27,184,78,keshla,aserbajdsjan,premier-league
samir-masimov,Attacker,aserbajdsjan,24,-,-,keshla,aserbajdsjan,premier-league
orkhan-sadigli,Goalkeeper,aserbajdsjan,26,-,-,sumqayit,aserbajdsjan,premier-league
elchin-sadigov,Goalkeeper,aserbajdsjan,30,-,-,sumqayit,aserbajdsjan,premier-league
rail-melikov,Defender,aserbajdsjan,33,185,78,sumqayit,aserbajdsjan,premier-league
mikayil-rahimov,Defender,aserbajdsjan,32,187,82,sumqayit,aserbajdsjan,premier-league
adil-ibragimov,Defender,rusland,30,187,76,sumqayit,aserbajdsjan,premier-league
shahriyar-aliyev,Defender,aserbajdsjan,26,-,-,sumqayit,aserbajdsjan,premier-league
jamal-hajiyev,Defender,aserbajdsjan,25,-,-,sumqayit,aserbajdsjan,premier-league
nijat-gurbanov,Defender,aserbajdsjan,27,-,-,sumqayit,aserbajdsjan,premier-league
eldar-jankishiyev,Defender,aserbajdsjan,25,-,-,sumqayit,aserbajdsjan,premier-league
vurgun-huseynov,Defender,aserbajdsjan,31,183,73,sumqayit,aserbajdsjan,premier-league
sertan-taskin,Defender,aserbajdsjan,22,-,-,sumqayit,aserbajdsjan,premier-league
aftandil-hadjiev,Defender,aserbajdsjan,38,183,80,sumqayit,aserbajdsjan,premier-league
emir-jafarguliyev,Defender,aserbajdsjan,29,-,-,sumqayit,aserbajdsjan,premier-league
khayal-mustafayev,Defender,aserbajdsjan,38,186,78,sumqayit,aserbajdsjan,premier-league
elvin-mammadov,Midtfielder,aserbajdsjan,31,175,65,sumqayit,aserbajdsjan,premier-league
afran-ismayilov,Midtfielder,aserbajdsjan,31,181,71,sumqayit,aserbajdsjan,premier-league
elnur-abdullayev,Midtfielder,aserbajdsjan,33,176,70,sumqayit,aserbajdsjan,premier-league
shamil-jamaladdinov,Midtfielder,aserbajdsjan,24,-,-,sumqayit,aserbajdsjan,premier-league
kamil-nurahmadov,Midtfielder,aserbajdsjan,28,175,79,sumqayit,aserbajdsjan,premier-league
nuran-gurbanov,Midtfielder,aserbajdsjan,26,169,65,sumqayit,aserbajdsjan,premier-league
javid-tagiyev,Midtfielder,aserbajdsjan,27,-,-,sumqayit,aserbajdsjan,premier-league
amir-agaiev,Midtfielder,israel,27,-,-,sumqayit,aserbajdsjan,premier-league
seymur-asadov,Midtfielder,aserbajdsjan,25,-,-,sumqayit,aserbajdsjan,premier-league
nicat-muxtarov,Midtfielder,aserbajdsjan,24,-,-,sumqayit,aserbajdsjan,premier-league
aleksei-isayev,Midtfielder,aserbajdsjan,24,-,-,sumqayit,aserbajdsjan,premier-league
rahim-sadikhov,Midtfielder,aserbajdsjan,23,-,-,sumqayit,aserbajdsjan,premier-league
murad-khachaiev,Midtfielder,aserbajdsjan,21,-,-,sumqayit,aserbajdsjan,premier-league
elvin-dzhafarquliyev,Midtfielder,aserbajdsjan,19,-,-,sumqayit,aserbajdsjan,premier-league
agshin-mukhtaroglu,Midtfielder,aserbajdsjan,27,-,-,sumqayit,aserbajdsjan,premier-league
attila-yildirim,Attacker,tyrkiet,28,-,-,sumqayit,aserbajdsjan,premier-league
tofig-mikayilov,Attacker,aserbajdsjan,33,-,-,sumqayit,aserbajdsjan,premier-league
magomed-qurbanov,Attacker,aserbajdsjan,27,179,64,sumqayit,aserbajdsjan,premier-league
mehdi-sharifi,Attacker,iran,27,-,-,sumqayit,aserbajdsjan,premier-league
peyman-babaei,Attacker,iran,25,-,-,sumqayit,aserbajdsjan,premier-league
bakhtiyar-hasanalizade,Attacker,aserbajdsjan,26,-,-,sumqayit,aserbajdsjan,premier-league
milos-radivojevic,Defender,serbien,29,-,-,zira,aserbajdsjan,premier-league
ilkin-qirtimov,Defender,aserbajdsjan,29,-,-,zira,aserbajdsjan,premier-league
anastasios-papazoglou,Defender,graekenland,31,182,76,zira,aserbajdsjan,premier-league
joseph-boum-ii,Defender,cameroun,30,-,-,zira,aserbajdsjan,premier-league
adil-nagiyev,Defender,aserbajdsjan,24,-,-,zira,aserbajdsjan,premier-league
aleksandr-shemonayev,Defender,aserbajdsjan,34,-,-,zira,aserbajdsjan,premier-league
nidzhat-suleymanov,Midtfielder,aserbajdsjan,21,-,-,zira,aserbajdsjan,premier-league
sadio-tounkara,Midtfielder,mali,27,-,-,zira,aserbajdsjan,premier-league
sony-norde,Midtfielder,haiti,30,169,75,zira,aserbajdsjan,premier-league
elvin-jamalov,Midtfielder,aserbajdsjan,24,-,-,zira,aserbajdsjan,premier-league
rudolph-mpho-kgaswane,Midtfielder,botswana,25,-,-,zira,aserbajdsjan,premier-league
javid-huseynov,Midtfielder,aserbajdsjan,31,186,77,zira,aserbajdsjan,premier-league
ilkin-muradov,Midtfielder,aserbajdsjan,23,-,-,zira,aserbajdsjan,premier-league
mushfig-ilyasov,Midtfielder,aserbajdsjan,23,-,-,zira,aserbajdsjan,premier-league
vugar-mustafayev,Midtfielder,aserbajdsjan,25,-,-,zira,aserbajdsjan,premier-league
murad-sattarly,Midtfielder,aserbajdsjan,27,-,-,zira,aserbajdsjan,premier-league
chafik-tigroudja,Midtfielder,frankrig,27,-,-,zira,aserbajdsjan,premier-league
richard-gadze,Attacker,ghana,25,176,66,zira,aserbajdsjan,premier-league
robin-ngalande,Attacker,malawi,27,170,63,zira,aserbajdsjan,premier-league
julio-cesar-rodriguez,Attacker,paraguay,28,183,78,zira,aserbajdsjan,premier-league
tellur-mutallimov,Attacker,aserbajdsjan,24,-,-,zira,aserbajdsjan,premier-league
orkhan-aliyev,Attacker,aserbajdsjan,23,-,-,zira,aserbajdsjan,premier-league
ismael-beko-fofana,Attacker,elfenbenskysten,31,180,69,zira,aserbajdsjan,premier-league
darko-misic,Defender,kroatien,28,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
senad-karahmet,Defender,belgien,27,186,80,fk-mladost-doboj-kakanj,bosnien,premier-league
branko-bajic,Defender,slovakiet,21,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
denis-comor,Defender,bosnien,29,184,77,fk-mladost-doboj-kakanj,bosnien,premier-league
bojan-regoje,Defender,bosnien,37,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
mirza-rizvanovic,Defender,bosnien,33,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
aldin-isakovic,Defender,bosnien,34,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
kenan-horic,Midtfielder,bosnien,30,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
maharafa-tandina,Midtfielder,mali,22,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
nana-welbeck,Midtfielder,ghana,24,179,74,fk-mladost-doboj-kakanj,bosnien,premier-league
matthias-fanimo,Midtfielder,england,25,173,71,fk-mladost-doboj-kakanj,bosnien,premier-league
amer-hiros,Midtfielder,bosnien,23,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
belmin-kobilica,Midtfielder,bosnien,26,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
adnan-hodzic,Midtfielder,bosnien,29,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
anes-vazda,Midtfielder,slovenien,22,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
filip-arezina,Midtfielder,bosnien,27,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
edin-biber,Midtfielder,bosnien,20,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
petar-bojo,Midtfielder,bosnien,21,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
serif-hasic,Midtfielder,bosnien,31,190,83,fk-mladost-doboj-kakanj,bosnien,premier-league
bahrudin-atajic,Attacker,sverige,26,181,76,fk-mladost-doboj-kakanj,bosnien,premier-league
adjin-mujagic,Attacker,bosnien,21,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
mario-crnicki,Attacker,kroatien,21,180,70,fk-mladost-doboj-kakanj,bosnien,premier-league
nemanja-asanovic,Attacker,montenegro,29,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
nedim-hadzic,Attacker,bosnien,20,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
nemanja-dragutinovic,Attacker,bosnien,20,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
dalibor-pandza,Attacker,bosnien,28,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
mustafa-musija,Attacker,bosnien,21,-,-,fk-mladost-doboj-kakanj,bosnien,premier-league
martin-zlomislic,Goalkeeper,bosnien,21,-,-,siroki-brijeg,bosnien,premier-league
branimir-cipetic,Defender,kroatien,24,-,-,siroki-brijeg,bosnien,premier-league
josip-kvesic,Defender,bosnien,29,-,-,siroki-brijeg,bosnien,premier-league
danijel-kozul,Midtfielder,bosnien,31,-,-,siroki-brijeg,bosnien,premier-league
bernardo-matic,Defender,kroatien,25,194,84,siroki-brijeg,bosnien,premier-league
josip-barisic,Defender,bosnien,36,188,80,siroki-brijeg,bosnien,premier-league
dino-coric,Midtfielder,bosnien,29,-,-,siroki-brijeg,bosnien,premier-league
petar-franjic,Midtfielder,kroatien,28,178,76,siroki-brijeg,bosnien,premier-league
alen-jurilj,Attacker,bosnien,23,-,-,siroki-brijeg,bosnien,premier-league
